user_id,variant,pre_signup_value,device,country,converted,revenue,experiment_notes
45,control,123.37,mobile,VN,0,0.0,
46,treatment,10.38,mobile,ID,1,62.83,
47,control,40.59,mobile,MY,0,0.0,
48,control,13.82,desktop,ID,0,0.0,
49,control,21.54,,PH,0,0.0,
50,treatment,38.4,,ID,0,0.0,
51,control,16.15,desktop,VN,0,0.0,
52,treatment,,desktop,SG,0,0.0,
53,treatment,5.15,mobile,MY,0,0.0,
54,control,,,ID,0,0.0,
55,treatment,64.53,desktop,VN,0,0.0,
56,control,36.91,mobile,VN,0,0.0,
57,control,10.39,mobile,SG,0,0.0,
58,control,23.66,mobile,PH,0,0.0,
59,treatment,23.28,desktop,PH,0,0.0,
60,treatment,38.89,mobile,PH,1,8.64,
61,control,35.56,mobile,ID,0,0.0,
62,treatment,10.17,mobile,ID,0,0.0,
63,treatment,67.96,mobile,PH,0,0.0,
64,treatment,5.81,desktop,ID,0,0.0,
65,control,4.99,desktop,SG,0,0.0,
66,control,7.68,desktop,ID,0,0.0,
67,control,13.16,desktop,SG,0,0.0,
68,control,47.41,mobile,ID,0,0.0,
69,control,36.99,mobile,SG,0,0.0,
70,treatment,20.94,mobile,MY,0,0.0,
71,treatment,13.1,desktop,MY,0,0.0,
72,treatment,47.07,mobile,ID,1,10.33,
73,control,24.28,mobile,MY,1,26.49,
74,control,49.45,,ID,1,50.68,
75,treatment,2.37,mobile,MY,0,0.0,
76,control,58.24,mobile,MY,0,0.0,
77,control,,mobile,PH,0,0.0,
78,control,30.76,desktop,MY,1,26.61,
79,treatment,45.14,mobile,SG,1,33.13,
80,treatment,24.83,desktop,ID,1,12.55,
81,control,56.82,desktop,SG,1,8.8,
82,treatment,34.68,mobile,ID,0,0.0,
83,treatment,,mobile,VN,1,17.02,
84,treatment,36.98,desktop,PH,0,0.0,
85,control,23.27,desktop,ID,0,0.0,
86,treatment,7.96,mobile,PH,0,0.0,
87,control,69.78,desktop,ID,0,0.0,
88,treatment,24.23,mobile,MY,1,11.44,
89,control,27.29,desktop,VN,0,0.0,
90,control,8.67,mobile,SG,0,0.0,
91,treatment,62.22,mobile,SG,0,0.0,
92,treatment,29.72,desktop,MY,0,0.0,
93,control,,mobile,ID,1,37.41,
94,treatment,61.02,mobile,ID,0,0.0,
95,treatment,34.25,desktop,PH,0,0.0,
96,control,20.68,mobile,MY,0,0.0,
97,treatment,18.3,mobile,ID,0,0.0,
98,control,17.19,mobile,MY,0,0.0,
99,treatment,23.16,,ID,0,0.0,
100,control,21.23,desktop,ID,0,0.0,
101,control,12.16,mobile,ID,0,0.0,
102,treatment,44.0,,PH,0,0.0,
103,treatment,7.59,desktop,SG,0,0.0,
104,control,30.42,desktop,ID,0,0.0,
105,control,14.68,mobile,SG,0,0.0,
106,treatment,,desktop,ID,0,0.0,
107,control,57.93,mobile,SG,1,23.61,
108,treatment,62.13,,VN,0,0.0,
109,control,29.5,desktop,VN,0,0.0,
110,treatment,,mobile,VN,0,0.0,
111,control,12.85,mobile,ID,1,45.62,
112,treatment,16.86,mobile,MY,0,0.0,
113,treatment,34.78,desktop,MY,0,0.0,
114,treatment,18.66,mobile,SG,0,0.0,
115,treatment,24.39,mobile,SG,0,0.0,
116,control,,mobile,ID,1,6.85,
117,control,19.54,mobile,MY,1,10.59,
118,control,,desktop,ID,0,0.0,
119,control,10.76,desktop,SG,0,0.0,
120,treatment,11.98,mobile,PH,0,0.0,
121,control,,desktop,SG,0,0.0,
122,treatment,31.71,mobile,ID,0,0.0,
123,treatment,62.04,mobile,PH,1,46.75,
124,treatment,15.2,mobile,MY,1,12.13,
125,treatment,75.46,desktop,SG,0,0.0,
126,treatment,45.7,mobile,MY,0,0.0,
127,control,8.41,mobile,PH,0,0.0,
128,treatment,40.88,mobile,SG,0,0.0,
129,treatment,47.31,mobile,SG,0,0.0,
130,treatment,26.03,desktop,MY,0,0.0,
131,treatment,40.77,desktop,MY,0,0.0,
132,treatment,11.67,mobile,ID,0,0.0,
133,control,13.05,desktop,ID,0,0.0,
134,control,38.34,desktop,ID,1,83.42,
135,control,11.78,mobile,MY,0,0.0,
136,treatment,56.39,mobile,SG,0,0.0,
137,control,34.09,desktop,SG,0,0.0,
138,control,39.31,mobile,SG,0,0.0,
139,control,14.07,desktop,PH,0,0.0,
140,treatment,26.98,desktop,MY,0,0.0,
141,control,10.45,mobile,MY,0,0.0,
142,control,6.03,desktop,SG,0,0.0,
143,control,38.33,mobile,SG,0,0.0,
144,treatment,8.66,,ID,0,0.0,
145,control,43.03,mobile,ID,0,0.0,
146,control,24.88,mobile,ID,0,0.0,
147,treatment,23.52,,MY,0,0.0,
148,control,24.22,mobile,MY,0,0.0,
149,control,52.51,mobile,SG,0,0.0,
150,treatment,21.53,desktop,SG,0,0.0,
151,control,47.74,desktop,SG,0,0.0,
152,control,50.13,desktop,VN,0,0.0,
153,control,13.57,mobile,VN,0,0.0,
154,treatment,,desktop,SG,0,0.0,
155,control,51.34,mobile,PH,0,0.0,
156,control,76.99,mobile,SG,0,0.0,
157,treatment,7.43,desktop,VN,0,0.0,
158,treatment,59.15,mobile,MY,0,0.0,
159,control,8.29,mobile,MY,0,0.0,
160,control,,mobile,SG,0,0.0,
161,control,5.14,desktop,SG,0,0.0,
162,treatment,27.48,desktop,ID,1,10.28,
163,control,54.06,mobile,SG,0,0.0,
164,control,27.64,desktop,ID,1,10.61,
165,control,132.61,,SG,1,13.88,
166,control,61.83,mobile,VN,0,0.0,
167,control,3.44,mobile,ID,0,0.0,
168,treatment,67.19,mobile,SG,0,0.0,
169,treatment,14.74,mobile,PH,0,0.0,
170,control,29.37,mobile,PH,1,25.97,
171,treatment,15.36,mobile,SG,0,0.0,
172,treatment,31.59,desktop,ID,1,68.42,
173,treatment,27.06,mobile,SG,0,0.0,
174,treatment,23.5,desktop,PH,0,0.0,
175,treatment,21.85,mobile,SG,0,0.0,
176,control,47.32,desktop,MY,0,0.0,
177,control,52.37,mobile,ID,0,0.0,
178,control,,desktop,SG,0,0.0,
179,treatment,8.25,desktop,PH,0,0.0,
180,treatment,28.62,mobile,VN,0,0.0,
181,treatment,104.94,mobile,MY,0,0.0,
182,control,44.58,mobile,SG,1,35.34,
183,treatment,39.41,desktop,MY,0,0.0,
184,control,64.97,,SG,1,49.29,
185,treatment,10.66,desktop,PH,1,17.39,
186,treatment,23.39,,ID,1,29.89,
187,control,5.84,desktop,VN,0,0.0,
188,treatment,41.58,mobile,PH,0,0.0,
189,control,25.1,mobile,SG,1,28.04,
190,control,11.48,desktop,MY,1,21.79,
191,treatment,5.07,mobile,SG,0,0.0,
192,control,27.99,desktop,SG,0,0.0,
193,control,,desktop,ID,0,0.0,
194,control,26.12,mobile,ID,0,0.0,
195,control,25.43,desktop,SG,1,85.16,
196,treatment,81.83,mobile,SG,0,0.0,
197,treatment,57.64,mobile,SG,0,0.0,
198,treatment,10.23,mobile,ID,0,0.0,
199,control,19.42,desktop,MY,0,0.0,
200,treatment,10.99,desktop,MY,0,0.0,
201,control,43.86,desktop,SG,0,0.0,
202,control,84.06,,MY,1,6.36,
203,treatment,27.36,desktop,SG,0,0.0,
204,control,66.66,desktop,ID,0,0.0,
205,control,5.37,mobile,SG,0,0.0,
206,control,33.72,mobile,SG,0,0.0,
207,treatment,15.42,mobile,ID,0,0.0,
208,control,34.8,mobile,MY,0,0.0,
209,treatment,17.65,mobile,SG,0,0.0,
210,treatment,37.15,mobile,SG,0,0.0,
211,treatment,,desktop,SG,0,0.0,
212,treatment,38.37,mobile,SG,0,0.0,
213,treatment,35.22,mobile,SG,0,0.0,
214,control,16.04,mobile,ID,0,0.0,
215,control,24.17,mobile,MY,0,0.0,
216,control,24.75,mobile,SG,0,0.0,
217,control,27.24,mobile,PH,0,0.0,
218,control,51.64,desktop,MY,0,0.0,
219,treatment,18.66,mobile,ID,0,0.0,
220,control,38.68,mobile,MY,1,30.01,
221,control,14.88,desktop,MY,0,0.0,
222,control,32.62,mobile,SG,0,0.0,
223,control,30.14,desktop,MY,0,0.0,
224,treatment,7.78,mobile,SG,0,0.0,
225,treatment,8.08,mobile,SG,1,11.14,
226,control,17.3,desktop,ID,0,0.0,
227,control,,desktop,MY,0,0.0,
228,control,17.65,desktop,SG,0,0.0,
229,control,19.21,mobile,ID,0,0.0,
230,treatment,35.62,desktop,VN,0,0.0,
231,control,20.34,mobile,VN,0,0.0,
232,treatment,58.94,mobile,MY,0,0.0,
233,control,9.92,desktop,ID,0,0.0,
234,treatment,9.55,,SG,0,0.0,
235,control,55.78,mobile,ID,0,0.0,
236,treatment,,mobile,ID,0,0.0,
237,treatment,32.47,mobile,SG,0,0.0,
238,control,15.37,desktop,SG,0,0.0,
239,control,6.29,,SG,0,0.0,
240,control,9.77,mobile,MY,0,0.0,
241,treatment,42.43,desktop,ID,0,0.0,
242,treatment,40.17,desktop,PH,0,0.0,
243,treatment,20.34,desktop,PH,0,0.0,
244,control,64.15,desktop,VN,0,0.0,
245,control,92.34,mobile,MY,0,0.0,
246,control,17.2,mobile,MY,0,0.0,
247,treatment,17.04,desktop,SG,1,37.39,
248,treatment,58.01,mobile,MY,0,0.0,
249,treatment,32.16,desktop,SG,0,0.0,
250,control,39.73,mobile,PH,1,14.55,
251,treatment,44.86,mobile,SG,0,0.0,
252,treatment,26.38,mobile,ID,1,43.74,
253,control,17.5,desktop,MY,0,0.0,
254,control,15.37,mobile,MY,0,0.0,
255,treatment,28.09,mobile,SG,0,0.0,
256,treatment,64.2,mobile,SG,0,0.0,
257,control,5.35,,SG,0,0.0,
258,treatment,,mobile,ID,1,13.93,
259,control,54.49,desktop,MY,0,0.0,
260,control,39.34,mobile,SG,0,0.0,
261,control,19.27,mobile,PH,0,0.0,
262,treatment,12.83,desktop,ID,0,0.0,
263,control,17.17,mobile,MY,0,0.0,
264,treatment,44.99,desktop,MY,0,0.0,
265,control,,mobile,VN,0,0.0,
266,treatment,34.97,mobile,PH,0,0.0,
267,treatment,65.73,mobile,PH,0,0.0,
268,treatment,17.95,mobile,VN,0,0.0,
269,treatment,5.46,mobile,ID,0,0.0,
270,control,7.0,desktop,ID,0,0.0,
271,treatment,,desktop,SG,0,0.0,
272,control,37.12,mobile,SG,0,0.0,
273,control,12.53,mobile,SG,0,0.0,
274,treatment,112.49,mobile,ID,0,0.0,
275,treatment,67.08,desktop,PH,0,0.0,
276,treatment,24.81,desktop,MY,0,0.0,
277,treatment,27.06,mobile,SG,0,0.0,
278,treatment,13.81,mobile,PH,1,26.9,
279,treatment,51.88,desktop,SG,0,0.0,
280,treatment,32.81,mobile,ID,0,0.0,
281,control,9.58,mobile,MY,0,0.0,
282,control,42.6,mobile,VN,0,0.0,
283,treatment,7.89,mobile,ID,0,0.0,
284,control,5.49,desktop,MY,1,13.34,
285,control,6.58,desktop,MY,0,0.0,
286,control,,mobile,VN,0,0.0,
287,control,46.55,mobile,VN,0,0.0,
288,treatment,27.24,mobile,ID,0,0.0,
289,control,19.59,mobile,SG,0,0.0,
290,control,44.66,desktop,SG,0,0.0,
291,treatment,29.62,mobile,ID,0,0.0,
292,control,40.33,desktop,SG,0,0.0,
293,control,15.11,mobile,MY,0,0.0,
294,treatment,13.56,desktop,ID,0,0.0,
295,control,34.78,mobile,SG,0,0.0,
296,treatment,20.94,mobile,SG,1,43.41,
297,control,19.43,mobile,SG,1,35.13,
298,treatment,,desktop,SG,0,0.0,
299,treatment,15.68,desktop,SG,0,0.0,
300,treatment,85.45,mobile,SG,0,0.0,
301,control,70.26,mobile,ID,0,0.0,
302,treatment,28.65,mobile,MY,0,0.0,
303,control,,desktop,PH,0,0.0,
304,control,27.21,desktop,MY,0,0.0,
305,treatment,,desktop,MY,0,0.0,
306,control,,desktop,SG,0,0.0,
307,treatment,24.5,desktop,VN,0,0.0,
308,treatment,6.89,desktop,VN,0,0.0,
309,control,67.41,desktop,VN,0,0.0,
310,treatment,20.01,mobile,SG,1,22.64,
311,treatment,38.81,mobile,PH,1,10.84,
312,treatment,45.53,mobile,MY,1,30.02,
313,control,,mobile,SG,0,0.0,
314,control,3.27,mobile,SG,0,0.0,
315,control,20.78,desktop,PH,0,0.0,
316,treatment,3.54,desktop,SG,0,0.0,
317,treatment,15.35,desktop,SG,1,47.01,
318,treatment,61.39,mobile,ID,0,0.0,
319,control,19.68,mobile,SG,0,0.0,
320,treatment,19.41,desktop,VN,0,0.0,
321,control,38.07,desktop,MY,0,0.0,
322,control,44.52,desktop,ID,0,0.0,
323,treatment,,mobile,SG,0,0.0,
324,treatment,3.35,,SG,0,0.0,
325,treatment,4.52,desktop,PH,0,0.0,
326,control,29.9,desktop,SG,0,0.0,
327,treatment,23.48,mobile,ID,1,24.71,
328,control,5.17,desktop,SG,1,30.59,
329,control,21.84,mobile,MY,0,0.0,
330,treatment,3.8,desktop,MY,0,0.0,
331,control,16.17,mobile,ID,1,21.42,
332,treatment,32.88,desktop,ID,0,0.0,
333,treatment,48.08,mobile,VN,0,0.0,
334,control,14.67,mobile,SG,0,0.0,
335,treatment,24.32,mobile,VN,0,0.0,
336,control,18.59,mobile,SG,0,0.0,
337,treatment,22.2,mobile,SG,0,0.0,
338,control,,mobile,ID,0,0.0,
339,treatment,11.43,desktop,VN,0,0.0,
340,treatment,17.78,mobile,MY,0,0.0,
341,treatment,44.99,mobile,SG,0,0.0,
342,control,14.44,desktop,MY,0,0.0,
343,control,32.77,desktop,PH,0,0.0,
344,treatment,34.45,desktop,MY,1,29.74,
345,treatment,19.63,desktop,PH,0,0.0,
346,control,49.94,mobile,VN,0,0.0,
347,treatment,15.6,mobile,ID,1,4.39,
348,treatment,46.36,mobile,SG,0,0.0,
349,control,9.72,desktop,SG,0,0.0,
350,control,,mobile,SG,0,0.0,
351,control,12.04,mobile,ID,0,0.0,
352,control,9.74,mobile,ID,0,0.0,
353,treatment,102.49,mobile,PH,1,7.6,
354,treatment,21.13,mobile,PH,0,0.0,
355,treatment,38.1,desktop,ID,0,0.0,
356,treatment,,desktop,SG,0,0.0,
357,control,29.67,desktop,VN,0,0.0,
358,treatment,35.13,mobile,MY,0,0.0,
359,treatment,40.31,desktop,SG,0,0.0,
360,treatment,33.81,mobile,ID,0,0.0,
361,control,71.29,desktop,ID,0,0.0,
362,control,11.89,mobile,SG,0,0.0,
363,treatment,41.4,desktop,PH,1,36.86,
364,control,18.93,,SG,1,18.02,
365,control,21.82,mobile,ID,1,40.53,
366,treatment,,mobile,PH,0,0.0,
367,treatment,49.8,mobile,PH,0,0.0,
368,control,29.34,mobile,ID,0,0.0,
369,control,2.49,mobile,PH,0,0.0,
370,control,31.64,mobile,SG,0,0.0,
371,treatment,24.17,mobile,PH,0,0.0,
372,treatment,18.98,mobile,SG,1,27.63,
373,treatment,20.47,mobile,MY,0,0.0,
374,control,16.63,desktop,ID,0,0.0,
375,control,23.76,mobile,SG,0,0.0,
376,control,20.49,mobile,ID,1,41.35,
377,treatment,28.68,mobile,ID,0,0.0,
378,control,17.15,,MY,0,0.0,
379,treatment,30.49,mobile,PH,0,0.0,
380,treatment,41.94,mobile,ID,0,0.0,
381,control,22.13,desktop,MY,0,0.0,
382,control,6.99,mobile,ID,0,0.0,
383,control,32.24,desktop,VN,0,0.0,
384,control,,mobile,ID,0,0.0,
385,treatment,25.37,mobile,ID,0,0.0,
386,treatment,,mobile,MY,0,0.0,
387,treatment,17.8,desktop,MY,0,0.0,
388,treatment,57.91,desktop,VN,0,0.0,
389,treatment,40.1,desktop,VN,0,0.0,
390,treatment,19.13,mobile,SG,0,0.0,
391,treatment,19.53,desktop,SG,0,0.0,
392,treatment,12.31,mobile,MY,1,63.49,
393,treatment,8.57,mobile,MY,0,0.0,
394,control,23.08,mobile,SG,0,0.0,
395,control,,mobile,ID,0,0.0,
396,control,27.29,mobile,PH,0,0.0,
397,control,15.01,mobile,SG,0,0.0,
398,control,31.85,,SG,0,0.0,
399,treatment,23.34,desktop,PH,0,0.0,
400,treatment,14.31,desktop,PH,0,0.0,
401,control,21.98,desktop,SG,0,0.0,
402,control,32.44,desktop,VN,0,0.0,
403,control,12.11,mobile,ID,0,0.0,
404,control,8.2,mobile,VN,0,0.0,
405,treatment,8.86,mobile,PH,0,0.0,
406,control,9.48,mobile,ID,0,0.0,
407,control,15.27,desktop,ID,0,0.0,
408,treatment,22.39,mobile,ID,0,0.0,
409,treatment,40.91,desktop,SG,0,0.0,
410,treatment,90.66,desktop,MY,0,0.0,
411,treatment,29.2,desktop,VN,0,0.0,
412,treatment,,mobile,SG,0,0.0,
413,control,61.49,desktop,VN,0,0.0,
414,control,77.05,desktop,ID,0,0.0,
415,control,24.16,desktop,MY,0,0.0,
416,treatment,31.38,mobile,SG,0,0.0,
417,treatment,39.7,desktop,PH,0,0.0,
418,treatment,24.23,mobile,SG,0,0.0,
419,treatment,3.72,mobile,VN,1,5.63,
420,control,93.11,mobile,MY,0,0.0,
421,treatment,9.41,mobile,SG,0,0.0,
422,treatment,,mobile,PH,0,0.0,
423,control,28.04,mobile,VN,1,25.97,
424,control,35.49,desktop,PH,0,0.0,
425,treatment,23.12,desktop,ID,0,0.0,
426,control,17.83,mobile,MY,0,0.0,
427,treatment,13.29,desktop,SG,0,0.0,
428,treatment,5.71,mobile,ID,0,0.0,
429,control,38.21,mobile,ID,0,0.0,
430,control,27.22,mobile,ID,0,0.0,
431,control,20.77,desktop,PH,0,0.0,
432,treatment,27.12,desktop,VN,0,0.0,
433,control,72.94,desktop,SG,1,39.26,
434,treatment,8.52,mobile,SG,0,0.0,
435,control,44.05,mobile,MY,0,0.0,
436,control,29.61,desktop,ID,0,0.0,
437,treatment,,mobile,MY,0,0.0,
438,treatment,,desktop,SG,0,0.0,
439,treatment,8.49,mobile,ID,0,0.0,
440,control,29.7,mobile,MY,1,24.95,
441,treatment,18.03,mobile,ID,0,0.0,
442,control,20.62,mobile,MY,0,0.0,
443,treatment,18.5,mobile,MY,0,0.0,
444,treatment,39.12,mobile,SG,0,0.0,
445,treatment,9.7,desktop,ID,0,0.0,
446,control,36.9,mobile,MY,0,0.0,
447,treatment,15.06,mobile,MY,0,0.0,
448,control,10.72,mobile,SG,0,0.0,
449,treatment,14.49,desktop,PH,0,0.0,
450,control,,mobile,ID,0,0.0,
451,control,,mobile,MY,0,0.0,
452,control,22.67,mobile,MY,0,0.0,
453,treatment,32.07,desktop,SG,1,17.95,
454,control,12.31,desktop,ID,0,0.0,
455,control,,mobile,MY,0,0.0,
456,control,24.45,desktop,ID,0,0.0,
457,treatment,53.14,mobile,MY,1,26.49,
458,treatment,29.37,desktop,SG,0,0.0,
459,control,,mobile,ID,0,0.0,
460,treatment,10.45,,SG,1,26.21,
461,treatment,8.79,mobile,ID,0,0.0,
462,treatment,13.36,mobile,SG,0,0.0,
463,treatment,41.3,mobile,PH,0,0.0,
464,control,26.34,mobile,SG,0,0.0,
465,control,31.58,mobile,SG,0,0.0,
466,control,44.66,desktop,SG,0,0.0,
467,control,1.31,mobile,PH,0,0.0,
468,control,51.46,mobile,ID,0,0.0,
469,control,16.02,mobile,MY,0,0.0,
470,treatment,31.3,mobile,PH,0,0.0,
471,treatment,43.99,mobile,ID,1,54.62,
472,treatment,13.88,mobile,VN,0,0.0,
473,treatment,17.55,mobile,MY,0,0.0,
474,control,35.98,mobile,MY,0,0.0,
475,treatment,,desktop,ID,1,18.29,
476,control,24.03,mobile,PH,1,74.12,
477,treatment,5.5,,ID,1,6.51,
478,control,58.39,mobile,MY,0,0.0,
479,treatment,18.73,desktop,SG,1,41.78,
480,control,0.89,mobile,ID,0,0.0,
481,treatment,53.41,desktop,SG,1,6.51,
482,control,12.11,mobile,PH,1,14.67,
483,control,27.75,mobile,PH,0,0.0,
484,treatment,17.11,desktop,MY,1,23.03,
485,treatment,17.97,mobile,MY,0,0.0,
486,treatment,65.1,mobile,PH,0,0.0,
487,control,9.88,mobile,ID,0,0.0,
488,control,16.95,mobile,SG,0,0.0,
489,treatment,36.58,desktop,SG,0,0.0,
490,control,27.18,mobile,ID,0,0.0,
491,control,10.53,mobile,SG,1,25.41,
492,control,25.73,mobile,MY,0,0.0,
493,treatment,33.43,desktop,MY,0,0.0,
494,control,,mobile,MY,1,38.86,
495,control,88.26,desktop,ID,0,0.0,
496,treatment,,,MY,0,0.0,
497,treatment,26.28,mobile,MY,0,0.0,
498,control,38.78,desktop,ID,0,0.0,
499,treatment,16.09,mobile,SG,0,0.0,
500,control,5.16,desktop,MY,0,0.0,
501,control,27.81,mobile,MY,0,0.0,
502,control,49.0,mobile,SG,1,25.33,
503,treatment,53.07,mobile,MY,0,0.0,
504,treatment,23.58,desktop,SG,0,0.0,
505,control,20.29,desktop,PH,1,17.91,
506,treatment,36.22,mobile,VN,1,49.55,
507,treatment,4.35,mobile,SG,0,0.0,
508,treatment,24.37,mobile,MY,0,0.0,
509,treatment,,mobile,ID,0,0.0,
510,control,15.32,mobile,SG,1,9.76,
511,control,17.98,desktop,SG,0,0.0,
512,treatment,50.33,mobile,MY,0,0.0,
513,control,35.42,mobile,SG,0,0.0,
514,treatment,16.67,mobile,PH,0,0.0,
515,control,28.74,desktop,PH,0,0.0,
516,treatment,15.46,desktop,SG,1,30.72,
517,treatment,33.33,mobile,SG,1,20.67,
518,treatment,4.61,desktop,SG,0,0.0,
519,control,14.04,desktop,SG,0,0.0,
520,treatment,36.33,mobile,SG,1,15.49,
521,treatment,,desktop,VN,0,0.0,
522,control,14.28,desktop,SG,0,0.0,
523,control,27.68,mobile,ID,0,0.0,
524,control,19.95,mobile,SG,1,14.57,
525,control,28.22,,ID,0,0.0,
526,treatment,3.85,desktop,ID,0,0.0,
527,control,30.83,desktop,MY,0,0.0,
528,control,6.84,,MY,0,0.0,
529,control,12.17,desktop,ID,0,0.0,
530,treatment,47.86,mobile,SG,0,0.0,
531,treatment,39.71,,ID,1,49.9,
532,control,1.16,desktop,ID,0,0.0,
533,treatment,99.01,mobile,PH,0,0.0,
534,control,,mobile,SG,0,0.0,
535,control,77.13,desktop,VN,0,0.0,
536,treatment,8.91,mobile,ID,0,0.0,
537,control,17.46,desktop,PH,0,0.0,
538,treatment,38.95,mobile,ID,0,0.0,
539,control,86.33,mobile,SG,0,0.0,
540,control,60.96,desktop,PH,0,0.0,
541,control,23.52,mobile,SG,1,13.62,
542,control,41.89,mobile,ID,0,0.0,
543,treatment,56.22,mobile,MY,0,0.0,
544,control,24.97,mobile,MY,0,0.0,
545,treatment,,mobile,ID,0,0.0,
546,treatment,20.08,mobile,PH,0,0.0,
547,treatment,34.53,mobile,PH,0,0.0,
548,treatment,37.55,desktop,SG,0,0.0,
549,treatment,32.25,desktop,SG,0,0.0,
550,treatment,17.39,mobile,ID,0,0.0,
551,control,,desktop,SG,1,5.65,
552,control,21.03,mobile,SG,0,0.0,
553,control,13.81,mobile,ID,1,10.58,
554,treatment,15.93,mobile,SG,1,25.83,
555,treatment,26.78,desktop,MY,0,0.0,
556,control,13.75,desktop,SG,0,0.0,
557,treatment,20.82,mobile,MY,0,0.0,
558,control,44.51,mobile,PH,0,0.0,
559,treatment,18.81,mobile,PH,0,0.0,
560,control,19.3,mobile,PH,0,0.0,
561,treatment,22.4,desktop,ID,0,0.0,
562,treatment,28.2,desktop,VN,0,0.0,
563,control,7.35,mobile,SG,0,0.0,
564,control,78.08,mobile,MY,0,0.0,
565,control,34.77,mobile,SG,0,0.0,
566,control,52.11,desktop,PH,0,0.0,
567,treatment,65.77,desktop,ID,0,0.0,
568,control,25.04,desktop,SG,0,0.0,
569,treatment,9.86,desktop,PH,0,0.0,
570,control,17.98,mobile,ID,0,0.0,
571,treatment,,desktop,ID,0,0.0,
572,control,77.67,desktop,SG,0,0.0,
573,control,21.82,mobile,MY,1,9.9,
574,treatment,23.12,mobile,SG,0,0.0,
575,treatment,12.05,desktop,ID,0,0.0,
576,treatment,72.09,mobile,SG,1,28.52,
577,treatment,,mobile,SG,0,0.0,
578,treatment,36.2,mobile,SG,0,0.0,
579,treatment,14.25,mobile,ID,0,0.0,
580,control,47.08,mobile,VN,0,0.0,
581,control,75.61,,SG,0,0.0,
582,treatment,17.22,desktop,VN,0,0.0,
583,treatment,27.22,,PH,0,0.0,
584,control,12.33,mobile,PH,0,0.0,
585,control,66.13,desktop,MY,0,0.0,
586,treatment,12.31,mobile,ID,0,0.0,
587,treatment,19.8,,MY,0,0.0,
588,treatment,42.95,mobile,SG,0,0.0,
589,treatment,14.79,desktop,ID,0,0.0,
590,treatment,21.19,mobile,SG,0,0.0,
591,control,25.74,desktop,MY,0,0.0,
592,control,17.83,mobile,SG,0,0.0,
593,control,25.61,desktop,SG,0,0.0,
594,control,,mobile,ID,0,0.0,
595,treatment,,desktop,SG,0,0.0,
596,treatment,63.31,mobile,ID,0,0.0,
597,control,22.73,mobile,ID,1,32.46,
598,control,60.33,mobile,ID,0,0.0,
599,control,93.35,mobile,ID,0,0.0,
600,treatment,,mobile,SG,1,17.27,
601,control,22.15,,MY,0,0.0,
602,treatment,22.42,desktop,MY,1,55.95,
603,control,39.49,mobile,MY,0,0.0,
604,control,16.63,mobile,SG,0,0.0,
605,control,13.81,desktop,ID,0,0.0,
606,treatment,,mobile,SG,1,48.28,
607,treatment,3.41,mobile,ID,0,0.0,
608,treatment,47.6,mobile,ID,0,0.0,
609,control,18.84,mobile,MY,0,0.0,
610,treatment,27.34,mobile,SG,0,0.0,
611,treatment,13.91,desktop,SG,0,0.0,
612,control,11.99,mobile,MY,0,0.0,
613,treatment,,mobile,PH,1,22.56,
614,treatment,24.95,desktop,VN,0,0.0,
615,control,16.53,desktop,PH,0,0.0,
616,treatment,7.01,mobile,PH,0,0.0,
617,control,12.22,desktop,SG,0,0.0,
