user_id,variant,pre_signup_value,device,country,converted,revenue
70,control,33.91,desktop,ID,0,0.0
71,treatment,2.27,desktop,PH,0,0.0
72,treatment,12.33,desktop,ID,0,0.0
73,treatment,14.92,desktop,PH,1,31.02
74,treatment,51.85,mobile,VN,0,0.0
75,treatment,22.05,mobile,ID,0,0.0
76,treatment,4.57,mobile,VN,0,0.0
77,treatment,23.97,mobile,SG,0,0.0
78,treatment,27.61,mobile,VN,0,0.0
79,treatment,16.52,mobile,VN,0,0.0
80,control,10.58,mobile,SG,0,0.0
81,treatment,93.02,desktop,ID,0,0.0
82,treatment,45.01,mobile,ID,0,0.0
83,control,47.73,mobile,PH,0,0.0
84,treatment,22.09,desktop,SG,0,0.0
85,treatment,14.34,mobile,ID,0,0.0
86,treatment,17.18,mobile,ID,0,0.0
87,treatment,7.52,mobile,MY,0,0.0
88,control,69.74,mobile,VN,0,0.0
89,treatment,22.77,desktop,ID,0,0.0
90,control,59.78,mobile,MY,0,0.0
91,control,17.86,desktop,PH,0,0.0
92,treatment,34.26,mobile,SG,1,54.61
93,treatment,28.72,desktop,SG,0,0.0
94,treatment,6.76,mobile,SG,0,0.0
95,treatment,75.44,mobile,VN,0,0.0
96,treatment,18.29,mobile,PH,0,0.0
97,treatment,9.11,mobile,ID,0,0.0
98,treatment,39.64,desktop,MY,0,0.0
99,control,24.9,desktop,MY,0,0.0
100,treatment,32.12,mobile,ID,0,0.0
101,treatment,26.8,desktop,ID,0,0.0
102,treatment,2.61,mobile,SG,0,0.0
103,control,11.97,desktop,SG,0,0.0
104,treatment,11.56,mobile,VN,0,0.0
105,control,47.26,mobile,ID,0,0.0
106,control,25.6,mobile,SG,0,0.0
107,control,35.7,mobile,VN,1,6.7
108,treatment,19.18,desktop,MY,1,33.96
109,treatment,36.94,mobile,ID,0,0.0
110,control,22.13,mobile,SG,0,0.0
111,treatment,20.91,desktop,VN,0,0.0
112,treatment,28.58,mobile,SG,0,0.0
113,control,26.79,mobile,VN,0,0.0
114,treatment,112.3,desktop,ID,0,0.0
115,control,11.85,mobile,SG,0,0.0
116,treatment,6.02,desktop,SG,0,0.0
117,control,31.62,mobile,PH,0,0.0
118,control,13.37,mobile,SG,0,0.0
119,treatment,2.21,mobile,SG,0,0.0
120,control,9.55,mobile,ID,0,0.0
121,treatment,96.91,mobile,SG,1,19.91
122,treatment,11.57,mobile,ID,0,0.0
123,control,4.07,desktop,ID,0,0.0
124,treatment,93.06,mobile,SG,0,0.0
125,control,9.21,desktop,MY,0,0.0
126,treatment,134.0,mobile,SG,0,0.0
127,control,18.53,desktop,VN,0,0.0
128,control,75.64,mobile,SG,0,0.0
129,treatment,20.54,desktop,ID,0,0.0
130,treatment,34.4,mobile,ID,0,0.0
131,control,22.5,mobile,PH,0,0.0
132,treatment,20.67,mobile,MY,0,0.0
133,treatment,29.77,desktop,SG,0,0.0
134,control,35.29,desktop,ID,0,0.0
135,treatment,28.13,desktop,ID,0,0.0
136,treatment,26.04,mobile,PH,0,0.0
137,treatment,13.47,mobile,SG,0,0.0
138,control,23.16,mobile,PH,0,0.0
139,treatment,69.52,mobile,SG,1,30.53
140,treatment,12.94,mobile,ID,0,0.0
141,treatment,30.41,desktop,ID,1,35.0
142,treatment,55.89,desktop,SG,0,0.0
143,control,35.5,mobile,VN,0,0.0
144,control,47.6,desktop,ID,1,2.81
145,treatment,9.07,mobile,SG,1,9.37
146,control,30.46,mobile,SG,0,0.0
147,treatment,19.76,mobile,PH,0,0.0
148,control,20.43,mobile,PH,0,0.0
149,treatment,65.69,mobile,SG,0,0.0
150,control,20.69,desktop,SG,0,0.0
151,treatment,31.18,desktop,ID,0,0.0
152,control,4.08,mobile,MY,0,0.0
153,treatment,75.59,desktop,MY,0,0.0
154,treatment,45.74,desktop,MY,0,0.0
155,control,23.83,mobile,ID,0,0.0
156,control,19.07,mobile,SG,0,0.0
157,treatment,38.07,desktop,MY,0,0.0
158,control,55.43,mobile,SG,1,17.76
159,treatment,76.26,mobile,SG,0,0.0
160,treatment,44.71,desktop,VN,0,0.0
161,treatment,26.31,desktop,SG,0,0.0
162,control,49.48,desktop,SG,1,13.94
163,control,43.42,desktop,PH,0,0.0
164,control,26.39,mobile,VN,0,0.0
165,control,42.54,desktop,PH,0,0.0
166,treatment,41.99,desktop,SG,1,44.44
167,treatment,23.73,mobile,ID,0,0.0
168,control,16.25,mobile,ID,0,0.0
169,control,39.49,mobile,PH,0,0.0
170,treatment,10.06,desktop,SG,0,0.0
171,treatment,8.07,desktop,MY,0,0.0
172,control,31.54,desktop,SG,0,0.0
173,control,38.74,mobile,ID,0,0.0
174,control,31.37,mobile,MY,0,0.0
175,control,33.9,mobile,ID,0,0.0
176,treatment,38.28,desktop,ID,0,0.0
177,treatment,65.86,mobile,PH,0,0.0
178,treatment,45.24,desktop,VN,0,0.0
179,treatment,44.3,mobile,ID,0,0.0
180,control,29.79,mobile,SG,0,0.0
181,control,30.61,mobile,PH,0,0.0
182,control,22.25,desktop,SG,1,16.18
183,treatment,33.18,mobile,SG,0,0.0
184,control,9.59,desktop,MY,0,0.0
185,control,66.06,mobile,ID,0,0.0
186,control,12.22,mobile,SG,0,0.0
187,treatment,45.18,mobile,SG,0,0.0
188,control,60.58,mobile,SG,0,0.0
189,control,45.1,mobile,ID,0,0.0
190,control,102.59,mobile,ID,0,0.0
191,control,2.81,mobile,ID,0,0.0
192,treatment,17.14,mobile,MY,1,21.42
193,treatment,59.9,mobile,PH,0,0.0
194,treatment,7.75,mobile,MY,0,0.0
195,treatment,12.56,desktop,MY,0,0.0
196,control,36.59,mobile,ID,0,0.0
197,treatment,26.07,mobile,ID,1,66.06
198,treatment,34.99,mobile,PH,0,0.0
199,treatment,27.77,mobile,SG,0,0.0
200,control,29.71,mobile,PH,0,0.0
201,control,13.69,mobile,MY,0,0.0
202,treatment,29.01,mobile,VN,0,0.0
203,treatment,18.12,desktop,ID,0,0.0
204,treatment,20.2,desktop,MY,0,0.0
205,control,44.75,mobile,SG,0,0.0
206,control,7.36,mobile,MY,0,0.0
207,treatment,1.57,mobile,MY,0,0.0
208,control,42.5,mobile,PH,0,0.0
209,treatment,29.03,desktop,PH,0,0.0
210,treatment,60.53,mobile,MY,0,0.0
211,control,12.86,mobile,PH,0,0.0
212,control,23.15,desktop,PH,0,0.0
213,control,26.83,desktop,VN,0,0.0
214,control,15.17,mobile,MY,0,0.0
215,treatment,11.44,desktop,SG,0,0.0
216,treatment,44.01,desktop,VN,0,0.0
217,treatment,6.65,desktop,ID,0,0.0
218,control,9.78,mobile,MY,0,0.0
219,treatment,22.55,desktop,MY,0,0.0
220,control,47.63,mobile,SG,0,0.0
221,control,16.02,mobile,SG,0,0.0
222,treatment,14.35,mobile,SG,0,0.0
223,treatment,21.51,mobile,ID,0,0.0
224,control,32.68,mobile,ID,0,0.0
225,control,18.93,mobile,ID,0,0.0
226,treatment,51.88,mobile,SG,0,0.0
227,treatment,53.39,desktop,SG,0,0.0
228,control,22.55,mobile,MY,0,0.0
229,treatment,85.01,mobile,SG,0,0.0
230,control,26.37,desktop,PH,0,0.0
231,control,52.17,mobile,MY,1,3.89
232,control,32.02,desktop,MY,0,0.0
233,control,31.58,mobile,ID,0,0.0
234,control,5.12,mobile,ID,0,0.0
235,control,9.0,mobile,SG,0,0.0
236,treatment,19.74,mobile,ID,0,0.0
237,control,53.12,mobile,SG,0,0.0
238,control,32.36,mobile,MY,0,0.0
239,treatment,19.89,mobile,MY,0,0.0
240,control,39.01,mobile,ID,0,0.0
241,treatment,51.78,desktop,ID,0,0.0
242,control,25.12,mobile,PH,0,0.0
243,treatment,29.57,desktop,ID,0,0.0
244,treatment,26.81,desktop,SG,0,0.0
245,control,23.92,mobile,ID,0,0.0
246,treatment,12.74,desktop,MY,0,0.0
247,treatment,11.87,desktop,ID,0,0.0
248,treatment,38.84,mobile,MY,0,0.0
249,control,52.46,mobile,MY,1,23.1
250,control,19.86,mobile,ID,0,0.0
251,treatment,19.49,desktop,ID,1,4.25
252,control,3.66,mobile,PH,1,10.49
253,treatment,2.87,mobile,ID,0,0.0
254,control,61.8,desktop,MY,0,0.0
255,control,13.5,mobile,SG,0,0.0
256,control,107.27,mobile,SG,1,19.37
257,control,15.65,mobile,SG,0,0.0
258,treatment,5.32,desktop,SG,0,0.0
259,control,26.98,mobile,SG,0,0.0
260,treatment,43.65,mobile,ID,1,17.55
261,treatment,40.3,mobile,MY,0,0.0
262,treatment,46.73,mobile,SG,1,16.41
263,treatment,10.53,desktop,MY,0,0.0
264,treatment,60.81,mobile,PH,1,51.83
265,treatment,63.23,mobile,MY,0,0.0
266,treatment,65.09,desktop,VN,1,24.77
267,control,30.34,mobile,PH,0,0.0
268,treatment,18.63,mobile,PH,0,0.0
269,control,17.28,desktop,ID,0,0.0
270,control,5.29,desktop,PH,0,0.0
271,control,15.95,mobile,MY,0,0.0
272,treatment,1.39,mobile,ID,0,0.0
273,treatment,4.5,mobile,SG,0,0.0
274,treatment,30.11,mobile,SG,0,0.0
275,control,20.41,mobile,VN,0,0.0
276,control,29.15,mobile,ID,0,0.0
277,control,41.34,mobile,SG,0,0.0
278,control,33.22,mobile,SG,1,23.75
279,control,31.19,desktop,MY,0,0.0
280,control,23.35,desktop,PH,1,34.69
281,treatment,13.06,desktop,PH,0,0.0
282,treatment,7.82,mobile,SG,0,0.0
283,control,16.31,mobile,SG,0,0.0
284,control,23.66,mobile,SG,0,0.0
285,treatment,26.0,mobile,ID,0,0.0
286,treatment,46.8,desktop,ID,0,0.0
287,treatment,22.03,desktop,ID,0,0.0
288,treatment,37.2,mobile,ID,0,0.0
289,control,6.14,mobile,SG,0,0.0
290,control,30.43,mobile,SG,1,22.36
291,control,28.86,desktop,MY,0,0.0
292,treatment,60.83,mobile,ID,0,0.0
293,treatment,20.42,mobile,ID,1,33.16
294,control,19.73,mobile,VN,0,0.0
295,treatment,41.54,desktop,SG,0,0.0
296,treatment,8.44,mobile,VN,0,0.0
297,treatment,29.84,mobile,SG,1,25.93
298,treatment,8.01,desktop,MY,1,13.2
299,treatment,79.45,desktop,SG,1,19.75
300,treatment,17.66,mobile,SG,0,0.0
301,treatment,7.49,desktop,SG,0,0.0
302,treatment,16.21,mobile,SG,1,34.02
303,control,29.98,desktop,ID,1,36.11
304,treatment,36.37,mobile,PH,0,0.0
305,treatment,58.69,desktop,ID,0,0.0
306,treatment,14.59,desktop,PH,0,0.0
307,control,42.88,mobile,ID,0,0.0
308,control,4.5,mobile,VN,0,0.0
309,control,9.84,desktop,SG,0,0.0
310,treatment,6.32,mobile,VN,0,0.0
311,control,12.41,desktop,MY,0,0.0
312,control,41.53,mobile,MY,0,0.0
313,treatment,14.9,mobile,ID,0,0.0
314,treatment,17.4,desktop,SG,1,17.98
315,treatment,30.58,mobile,SG,0,0.0
316,control,35.28,desktop,MY,1,5.45
317,treatment,17.85,mobile,PH,1,28.2
318,control,9.78,mobile,PH,0,0.0
319,control,70.97,mobile,SG,0,0.0
320,treatment,17.94,mobile,SG,0,0.0
321,control,19.46,desktop,ID,0,0.0
322,control,21.5,mobile,MY,0,0.0
323,control,37.99,mobile,SG,0,0.0
324,treatment,5.79,desktop,MY,0,0.0
325,treatment,89.54,mobile,ID,0,0.0
326,treatment,19.02,mobile,SG,0,0.0
327,control,38.91,desktop,SG,0,0.0
328,control,7.58,desktop,SG,0,0.0
329,treatment,28.32,mobile,ID,0,0.0
330,control,80.57,desktop,SG,1,23.43
331,treatment,73.2,mobile,ID,0,0.0
332,control,38.18,mobile,PH,0,0.0
333,control,11.66,mobile,SG,0,0.0
334,treatment,56.6,desktop,SG,1,32.2
335,control,4.46,mobile,SG,0,0.0
336,treatment,11.28,desktop,VN,0,0.0
337,control,23.45,mobile,ID,0,0.0
338,control,4.95,mobile,PH,0,0.0
339,treatment,16.18,desktop,PH,0,0.0
340,treatment,43.49,desktop,VN,1,29.71
341,treatment,13.57,mobile,PH,0,0.0
342,control,44.93,mobile,SG,1,20.6
343,treatment,105.34,desktop,ID,0,0.0
344,control,33.28,mobile,VN,0,0.0
345,control,44.39,mobile,ID,0,0.0
346,control,57.92,mobile,PH,0,0.0
347,treatment,17.48,desktop,VN,0,0.0
348,control,43.65,mobile,ID,0,0.0
349,control,17.13,mobile,ID,0,0.0
350,control,31.59,mobile,ID,0,0.0
351,control,48.34,mobile,MY,0,0.0
352,control,12.16,mobile,SG,0,0.0
353,control,1.61,mobile,ID,0,0.0
354,control,11.14,mobile,VN,0,0.0
355,control,53.34,mobile,VN,0,0.0
356,control,9.88,mobile,SG,0,0.0
357,control,51.32,desktop,PH,0,0.0
358,control,11.19,mobile,SG,1,21.59
359,treatment,20.95,mobile,ID,0,0.0
360,treatment,24.74,mobile,VN,0,0.0
361,control,9.84,mobile,VN,0,0.0
362,control,21.14,desktop,ID,0,0.0
363,control,5.3,desktop,ID,0,0.0
364,treatment,18.8,desktop,MY,0,0.0
365,treatment,23.18,mobile,ID,0,0.0
366,treatment,1.74,desktop,SG,0,0.0
367,treatment,11.05,mobile,SG,0,0.0
368,control,30.88,mobile,PH,0,0.0
369,treatment,8.78,mobile,SG,0,0.0
370,treatment,34.71,mobile,ID,0,0.0
371,control,37.2,mobile,MY,0,0.0
372,treatment,30.78,mobile,SG,0,0.0
373,control,43.29,desktop,SG,0,0.0
374,treatment,4.92,desktop,SG,0,0.0
375,control,49.85,mobile,SG,0,0.0
376,control,9.99,mobile,ID,0,0.0
377,control,26.97,mobile,ID,0,0.0
378,control,78.47,desktop,MY,0,0.0
379,control,18.47,mobile,PH,0,0.0
380,control,25.22,mobile,PH,0,0.0
381,control,10.05,mobile,ID,0,0.0
382,treatment,77.95,mobile,ID,1,9.48
383,treatment,11.07,mobile,ID,0,0.0
384,control,39.54,desktop,SG,0,0.0
385,control,57.85,desktop,SG,0,0.0
386,treatment,42.24,desktop,SG,0,0.0
387,control,32.2,mobile,ID,1,25.12
388,control,26.65,mobile,MY,0,0.0
389,control,7.5,desktop,VN,0,0.0
390,control,75.65,mobile,SG,0,0.0
391,control,30.28,mobile,MY,0,0.0
392,treatment,25.23,desktop,SG,0,0.0
393,treatment,9.24,mobile,PH,0,0.0
394,treatment,26.19,mobile,MY,0,0.0
395,treatment,24.02,mobile,ID,0,0.0
396,control,78.47,mobile,ID,0,0.0
397,treatment,25.22,mobile,SG,1,29.77
398,treatment,25.87,mobile,PH,0,0.0
399,treatment,9.35,mobile,PH,0,0.0
400,treatment,13.16,desktop,ID,0,0.0
401,control,36.26,desktop,SG,0,0.0
402,treatment,3.91,desktop,ID,0,0.0
403,control,49.66,desktop,ID,1,15.33
404,control,50.59,mobile,VN,0,0.0
405,control,11.95,mobile,SG,0,0.0
406,control,32.28,mobile,VN,0,0.0
407,control,59.13,mobile,PH,0,0.0
408,treatment,22.53,desktop,SG,0,0.0
409,treatment,19.32,mobile,ID,1,8.87
410,treatment,21.29,desktop,SG,0,0.0
411,treatment,30.22,mobile,SG,0,0.0
412,control,14.7,mobile,ID,1,2.15
413,treatment,18.0,desktop,SG,0,0.0
414,treatment,30.67,mobile,SG,0,0.0
415,control,16.79,desktop,ID,0,0.0
416,control,8.57,desktop,VN,0,0.0
417,treatment,3.5,desktop,SG,0,0.0
418,treatment,25.6,desktop,SG,0,0.0
419,control,56.65,mobile,SG,0,0.0
420,treatment,33.48,mobile,SG,0,0.0
421,treatment,8.9,desktop,VN,1,11.68
422,treatment,13.07,mobile,MY,0,0.0
423,treatment,19.2,mobile,ID,0,0.0
424,control,80.13,mobile,MY,1,32.86
425,treatment,83.01,mobile,VN,0,0.0
426,treatment,76.66,mobile,MY,1,11.95
427,control,27.62,desktop,VN,0,0.0
428,treatment,150.91,mobile,ID,0,0.0
429,treatment,13.65,mobile,VN,0,0.0
430,control,18.63,mobile,MY,0,0.0
431,treatment,47.05,mobile,PH,1,38.07
432,control,30.79,mobile,MY,0,0.0
433,control,32.1,desktop,ID,0,0.0
434,treatment,10.4,mobile,ID,0,0.0
435,treatment,23.89,mobile,MY,0,0.0
436,treatment,13.83,mobile,ID,0,0.0
437,control,6.98,mobile,SG,0,0.0
438,treatment,15.3,desktop,VN,0,0.0
439,control,30.8,desktop,MY,0,0.0
440,treatment,41.81,desktop,SG,0,0.0
441,treatment,3.35,desktop,ID,1,37.19
442,treatment,24.76,mobile,ID,0,0.0
443,treatment,23.05,desktop,SG,0,0.0
444,control,29.63,mobile,MY,0,0.0
445,treatment,9.07,desktop,ID,0,0.0
446,control,9.24,mobile,PH,0,0.0
447,control,57.69,mobile,MY,1,54.1
448,control,12.09,mobile,SG,0,0.0
449,treatment,17.9,mobile,ID,0,0.0
450,treatment,19.44,mobile,SG,0,0.0
451,treatment,14.06,mobile,PH,0,0.0
452,treatment,35.47,desktop,PH,0,0.0
453,treatment,33.33,mobile,PH,1,20.54
454,treatment,22.25,mobile,MY,0,0.0
455,treatment,14.78,mobile,SG,0,0.0
456,control,20.88,mobile,ID,0,0.0
457,treatment,26.38,mobile,SG,0,0.0
458,treatment,13.09,mobile,SG,0,0.0
459,treatment,37.38,mobile,MY,0,0.0
460,treatment,49.41,mobile,MY,1,25.2
461,treatment,64.4,mobile,MY,0,0.0
462,treatment,61.79,mobile,SG,0,0.0
463,control,19.34,desktop,SG,0,0.0
464,treatment,27.38,desktop,ID,0,0.0
465,treatment,21.92,mobile,MY,0,0.0
466,treatment,21.86,mobile,ID,0,0.0
467,control,20.77,desktop,ID,0,0.0
468,control,25.12,mobile,ID,0,0.0
469,control,55.04,mobile,VN,0,0.0
470,control,31.49,mobile,VN,0,0.0
471,control,8.68,mobile,SG,0,0.0
472,treatment,47.99,desktop,MY,1,15.36
473,control,29.33,desktop,PH,0,0.0
474,control,35.76,mobile,PH,0,0.0
475,control,31.03,mobile,SG,0,0.0
476,treatment,32.08,desktop,VN,0,0.0
477,treatment,33.17,mobile,PH,0,0.0
478,control,4.27,mobile,PH,0,0.0
479,control,35.43,mobile,SG,0,0.0
480,control,13.59,desktop,ID,0,0.0
481,treatment,16.75,desktop,MY,0,0.0
482,treatment,24.96,mobile,MY,0,0.0
483,treatment,71.2,desktop,SG,0,0.0
484,treatment,10.18,mobile,SG,0,0.0
485,treatment,24.32,mobile,PH,0,0.0
486,control,20.37,desktop,ID,0,0.0
487,control,47.51,desktop,ID,0,0.0
488,control,19.91,mobile,SG,0,0.0
489,control,29.57,mobile,VN,0,0.0
490,control,10.21,desktop,VN,1,21.67
491,control,53.07,mobile,ID,0,0.0
492,control,6.38,mobile,MY,0,0.0
493,control,35.09,mobile,SG,0,0.0
494,treatment,29.71,mobile,ID,0,0.0
495,treatment,32.97,mobile,PH,0,0.0
496,control,6.47,mobile,VN,0,0.0
497,control,19.59,mobile,SG,0,0.0
498,treatment,45.93,mobile,MY,1,82.53
499,treatment,78.33,mobile,MY,0,0.0
500,control,22.93,mobile,MY,1,15.92
501,treatment,42.98,mobile,ID,0,0.0
502,treatment,27.62,mobile,ID,0,0.0
503,treatment,23.87,desktop,PH,0,0.0
504,treatment,17.8,desktop,SG,1,36.7
505,control,25.06,mobile,MY,0,0.0
506,control,40.35,desktop,ID,0,0.0
507,treatment,42.69,desktop,PH,0,0.0
508,treatment,7.9,mobile,PH,0,0.0
509,treatment,16.5,desktop,PH,0,0.0
510,control,9.73,mobile,ID,0,0.0
511,control,26.02,mobile,SG,0,0.0
512,control,19.03,mobile,ID,0,0.0
513,treatment,32.18,mobile,VN,0,0.0
514,control,33.81,desktop,SG,0,0.0
515,control,2.09,desktop,SG,0,0.0
516,treatment,24.91,mobile,SG,0,0.0
517,control,55.77,mobile,ID,0,0.0
518,control,16.51,desktop,ID,1,13.46
519,control,16.11,desktop,SG,0,0.0
520,treatment,49.37,mobile,SG,0,0.0
521,control,44.07,mobile,ID,0,0.0
522,control,10.69,mobile,MY,0,0.0
523,treatment,41.11,mobile,SG,0,0.0
524,treatment,12.95,desktop,ID,0,0.0
525,treatment,15.97,desktop,SG,0,0.0
526,treatment,10.68,desktop,SG,1,37.09
527,treatment,7.84,mobile,SG,0,0.0
528,treatment,27.18,desktop,SG,0,0.0
529,control,6.69,desktop,SG,0,0.0
530,control,28.02,desktop,SG,0,0.0
531,treatment,27.36,desktop,SG,0,0.0
532,control,22.14,mobile,ID,0,0.0
533,control,17.16,mobile,PH,0,0.0
534,control,14.48,mobile,SG,0,0.0
535,treatment,9.46,mobile,ID,0,0.0
536,treatment,64.73,mobile,SG,1,17.57
537,control,21.38,desktop,PH,0,0.0
538,control,20.82,mobile,SG,0,0.0
539,control,11.16,mobile,SG,0,0.0
540,control,60.23,mobile,MY,0,0.0
541,control,15.27,desktop,SG,0,0.0
542,control,30.02,desktop,SG,1,19.71
543,treatment,34.35,mobile,MY,0,0.0
544,treatment,27.2,desktop,ID,0,0.0
545,control,6.52,desktop,SG,1,9.85
546,control,39.9,desktop,SG,0,0.0
547,treatment,15.14,desktop,PH,0,0.0
548,control,43.77,mobile,SG,0,0.0
549,control,23.72,desktop,SG,0,0.0
550,control,35.85,mobile,ID,0,0.0
551,treatment,57.59,desktop,SG,0,0.0
552,control,38.88,mobile,PH,0,0.0
553,control,36.47,mobile,SG,0,0.0
554,treatment,41.17,desktop,SG,0,0.0
555,control,12.55,desktop,PH,0,0.0
556,treatment,45.06,desktop,PH,0,0.0
557,control,20.1,desktop,ID,0,0.0
558,control,20.63,desktop,SG,0,0.0
559,control,26.56,mobile,ID,0,0.0
560,treatment,18.64,desktop,VN,1,66.07
561,control,10.33,mobile,MY,0,0.0
562,control,25.06,mobile,VN,0,0.0
563,control,20.71,mobile,ID,1,6.5
564,treatment,20.12,mobile,PH,0,0.0
565,treatment,23.14,desktop,SG,0,0.0
566,treatment,2.41,desktop,VN,0,0.0
567,control,20.24,mobile,PH,0,0.0
568,control,62.44,desktop,PH,1,12.93
569,control,59.17,mobile,VN,0,0.0
570,control,25.73,desktop,PH,0,0.0
571,treatment,25.07,mobile,ID,0,0.0
572,treatment,1.61,mobile,ID,0,0.0
573,control,15.89,desktop,PH,0,0.0
574,treatment,40.89,mobile,ID,0,0.0
575,control,18.27,mobile,ID,0,0.0
576,treatment,50.73,mobile,ID,1,39.62
577,control,48.66,mobile,PH,0,0.0
578,control,15.63,mobile,SG,0,0.0
579,control,27.2,mobile,ID,0,0.0
580,control,65.75,mobile,ID,0,0.0
581,treatment,6.37,desktop,PH,0,0.0
582,treatment,18.6,mobile,SG,0,0.0
583,control,5.7,mobile,ID,0,0.0
584,treatment,11.76,desktop,SG,0,0.0
585,control,78.64,desktop,ID,0,0.0
586,control,18.6,desktop,PH,0,0.0
587,control,3.26,desktop,ID,0,0.0
588,control,10.23,desktop,ID,0,0.0
589,control,5.05,desktop,MY,0,0.0
590,treatment,27.99,mobile,ID,0,0.0
591,treatment,33.99,mobile,PH,0,0.0
592,control,45.47,mobile,ID,0,0.0
593,control,39.37,mobile,SG,0,0.0
594,treatment,6.7,mobile,ID,0,0.0
595,treatment,32.76,mobile,ID,0,0.0
596,control,22.37,mobile,ID,0,0.0
597,control,50.03,desktop,ID,1,4.8
598,treatment,42.52,mobile,VN,0,0.0
599,treatment,85.42,desktop,PH,0,0.0
600,treatment,11.01,desktop,SG,1,17.6
601,control,9.6,desktop,ID,0,0.0
602,treatment,16.72,mobile,ID,0,0.0
603,treatment,23.07,desktop,PH,0,0.0
604,control,14.08,desktop,SG,0,0.0
605,control,11.54,mobile,SG,0,0.0
606,treatment,31.22,mobile,ID,0,0.0
607,control,16.67,mobile,MY,0,0.0
608,control,13.57,desktop,SG,0,0.0
609,control,6.68,desktop,VN,1,13.69
610,control,1.84,mobile,MY,0,0.0
611,treatment,60.44,desktop,SG,0,0.0
612,control,59.24,mobile,SG,0,0.0
613,control,43.42,desktop,SG,0,0.0
614,treatment,36.58,desktop,SG,0,0.0
615,treatment,15.41,mobile,MY,0,0.0
616,control,37.65,desktop,SG,0,0.0
617,control,8.95,desktop,ID,0,0.0
618,control,26.71,mobile,MY,0,0.0
619,treatment,12.58,desktop,ID,0,0.0
620,control,37.76,mobile,VN,1,3.93
621,control,68.7,mobile,VN,0,0.0
622,treatment,10.19,mobile,MY,0,0.0
623,control,16.06,mobile,MY,0,0.0
624,treatment,26.34,mobile,ID,0,0.0
625,treatment,3.79,mobile,MY,1,55.33
626,control,5.33,desktop,PH,0,0.0
627,treatment,67.38,mobile,ID,1,9.63
628,control,31.32,desktop,SG,0,0.0
629,treatment,14.7,mobile,MY,0,0.0
630,control,24.26,mobile,PH,0,0.0
631,control,16.78,desktop,ID,0,0.0
632,control,26.93,mobile,ID,0,0.0
633,control,17.3,mobile,ID,0,0.0
634,control,22.83,desktop,MY,0,0.0
